Table,Row,Risk,ASE,LowerCL,UpperCL,ExactLowerCL,ExactUpperCL,Control
Table f_any_anx * m_any_per,Row 2,0.0216,0.0004,0.0208,0.0223,0.0208,0.0223,
Table f_any_anx * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_anx * m_any_per,Difference,-0.0123,0.0004,-0.0131,-0.0115,_,_,1
Table f_any_anx * m_any_sui,Row 1,0.0083,0.0001,0.0081,0.0085,0.0081,0.0085,
Table f_any_anx * m_any_sui,Row 2,0.0199,0.0004,0.0192,0.0207,0.0192,0.0207,
Table f_any_anx * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_anx * m_any_sui,Difference,-0.0116,0.0004,-0.0124,-0.0109,_,_,1
Table f_any_phb * m_any_adhd,Row 1,0.0165,0.0001,0.0163,0.0168,0.0163,0.0168,
Table f_any_phb * m_any_adhd,Row 2,0.0423,0.0012,0.0400,0.0446,0.0400,0.0447,
Table f_any_phb * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_phb * m_any_adhd,Difference,-0.0258,0.0012,-0.0281,-0.0235,_,_,1
Table f_any_phb * m_any_sub,Row 1,0.0641,0.0003,0.0636,0.0647,0.0636,0.0647,
Table f_any_phb * m_any_sub,Row 2,0.1251,0.0019,0.1213,0.1289,0.1213,0.1290,
Table f_any_phb * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_phb * m_any_sub,Difference,-0.0610,0.0020,-0.0648,-0.0571,_,_,1
Table f_any_phb * m_any_dep,Row 1,0.1936,0.0004,0.1927,0.1944,0.1927,0.1944,
Table f_any_phb * m_any_dep,Row 2,0.2935,0.0027,0.2883,0.2988,0.2883,0.2988,
Table f_any_phb * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_phb * m_any_dep,Difference,-0.1000,0.0027,-0.1053,-0.0946,_,_,1
Table f_any_phb * m_any_str,Row 1,0.1659,0.0004,0.1651,0.1667,0.1651,0.1667,
Table f_any_phb * m_any_str,Row 2,0.2358,0.0025,0.2309,0.2407,0.2309,0.2407,
Table f_any_phb * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_phb * m_any_str,Difference,-0.0699,0.0025,-0.0749,-0.0649,_,_,1
Table f_any_phb * m_any_anx,Row 1,0.0907,0.0003,0.0901,0.0914,0.0901,0.0914,
Table f_any_phb * m_any_anx,Row 2,0.1574,0.0021,0.1531,0.1616,0.1532,0.1616,
Table f_any_phb * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_phb * m_any_anx,Difference,-0.0666,0.0022,-0.0709,-0.0624,_,_,1
Table f_any_phb * m_any_phb,Row 1,0.0204,0.0002,0.0201,0.0207,0.0201,0.0207,
Table f_any_phb * m_any_phb,Row 2,0.0459,0.0012,0.0434,0.0483,0.0435,0.0483,
Table f_any_phb * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_phb * m_any_phb,Difference,-0.0254,0.0012,-0.0279,-0.0230,_,_,1
Table f_any_phb * m_any_ptsd,Row 1,0.0101,0.0001,0.0099,0.0103,0.0099,0.0103,
Table f_any_phb * m_any_ptsd,Row 2,0.0182,0.0008,0.0167,0.0198,0.0167,0.0199,
Table f_any_phb * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_phb * m_any_ptsd,Difference,-0.0082,0.0008,-0.0097,-0.0066,_,_,1
Table f_any_phb * m_any_som,Row 1,0.0065,0.0001,0.0063,0.0067,0.0063,0.0067,
Table f_any_phb * m_any_som,Row 2,0.0091,0.0006,0.0080,0.0102,0.0080,0.0103,
Table f_any_phb * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_phb * m_any_som,Difference,-0.0026,0.0006,-0.0037,-0.0015,_,_,1
Table f_any_phb * m_any_psy,Row 1,0.0187,0.0001,0.0184,0.0190,0.0184,0.0190,
Table f_any_phb * m_any_psy,Row 2,0.0379,0.0011,0.0357,0.0401,0.0357,0.0401,
Table f_any_phb * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_phb * m_any_psy,Difference,-0.0192,0.0011,-0.0214,-0.0170,_,_,1
Table f_any_phb * m_any_oth,Row 1,0.1375,0.0004,0.1367,0.1382,0.1367,0.1382,
Table f_any_phb * m_any_oth,Row 2,0.1977,0.0023,0.1931,0.2023,0.1931,0.2024,
Table f_any_phb * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_phb * m_any_oth,Difference,-0.0603,0.0024,-0.0649,-0.0556,_,_,1
Table f_any_phb * m_any_slp,Row 1,0.1499,0.0004,0.1492,0.1507,0.1492,0.1507,
Table f_any_phb * m_any_slp,Row 2,0.2142,0.0024,0.2095,0.2190,0.2095,0.2190,
Table f_any_phb * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_phb * m_any_slp,Difference,-0.0643,0.0024,-0.0691,-0.0595,_,_,1
Table f_any_phb * m_any_sex,Row 1,0.0542,0.0003,0.0537,0.0547,0.0537,0.0547,
Table f_any_phb * m_any_sex,Row 2,0.0708,0.0015,0.0678,0.0738,0.0679,0.0738,
Table f_any_phb * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_phb * m_any_sex,Difference,-0.0166,0.0015,-0.0196,-0.0136,_,_,1
Table f_any_phb * m_any_per,Row 1,0.0108,0.0001,0.0106,0.0110,0.0106,0.0110,
Table f_any_phb * m_any_per,Row 2,0.0268,0.0010,0.0249,0.0286,0.0249,0.0287,
Table f_any_phb * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_phb * m_any_per,Difference,-0.0160,0.0010,-0.0178,-0.0141,_,_,1
Table f_any_phb * m_any_sui,Row 1,0.0099,0.0001,0.0097,0.0101,0.0097,0.0101,
Table f_any_phb * m_any_sui,Row 2,0.0214,0.0009,0.0197,0.0231,0.0198,0.0231,
Table f_any_phb * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_phb * m_any_sui,Difference,-0.0115,0.0009,-0.0132,-0.0098,_,_,1
Table f_any_ptsd * m_any_adhd,Row 1,0.0164,0.0001,0.0161,0.0166,0.0161,0.0166,
Table f_any_ptsd * m_any_adhd,Row 2,0.0531,0.0015,0.0503,0.0560,0.0503,0.0561,
Table f_any_ptsd * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_ptsd * m_any_adhd,Difference,-0.0368,0.0015,-0.0396,-0.0339,_,_,1
Table f_any_ptsd * m_any_sub,Row 1,0.0639,0.0003,0.0634,0.0644,0.0634,0.0644,
Table f_any_ptsd * m_any_sub,Row 2,0.1458,0.0023,0.1413,0.1503,0.1414,0.1504,
Table f_any_ptsd * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_ptsd * m_any_sub,Difference,-0.0819,0.0023,-0.0864,-0.0774,_,_,1
Table f_any_ptsd * m_any_dep,Row 1,0.1924,0.0004,0.1915,0.1932,0.1915,0.1932,
Table f_any_ptsd * m_any_dep,Row 2,0.3553,0.0031,0.3493,0.3614,0.3493,0.3614,
Table f_any_ptsd * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_ptsd * m_any_dep,Difference,-0.1630,0.0031,-0.1691,-0.1568,_,_,1
Table f_any_ptsd * m_any_str,Row 1,0.1647,0.0004,0.1639,0.1655,0.1639,0.1655,
Table f_any_ptsd * m_any_str,Row 2,0.2908,0.0029,0.2850,0.2966,0.2850,0.2966,
Table f_any_ptsd * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_ptsd * m_any_str,Difference,-0.1261,0.0030,-0.1319,-0.1203,_,_,1
Table f_any_ptsd * m_any_anx,Row 1,0.0907,0.0003,0.0901,0.0913,0.0901,0.0913,
Table f_any_ptsd * m_any_anx,Row 2,0.1719,0.0024,0.1671,0.1767,0.1671,0.1768,
Table f_any_ptsd * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_ptsd * m_any_anx,Difference,-0.0812,0.0025,-0.0860,-0.0764,_,_,1
Table f_any_ptsd * m_any_phb,Row 1,0.0206,0.0002,0.0203,0.0209,0.0203,0.0209,
Table f_any_ptsd * m_any_phb,Row 2,0.0453,0.0013,0.0426,0.0479,0.0426,0.0480,
Table f_any_ptsd * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_ptsd * m_any_phb,Difference,-0.0247,0.0014,-0.0273,-0.0220,_,_,1
Table f_any_ptsd * m_any_ptsd,Row 1,0.0097,0.0001,0.0095,0.0099,0.0095,0.0099,
Table f_any_ptsd * m_any_ptsd,Row 2,0.0336,0.0012,0.0313,0.0359,0.0314,0.0360,
Table f_any_ptsd * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_ptsd * m_any_ptsd,Difference,-0.0240,0.0012,-0.0263,-0.0217,_,_,1
Table f_any_ptsd * m_any_som,Row 1,0.0065,0.0001,0.0063,0.0066,0.0063,0.0067,
Table f_any_ptsd * m_any_som,Row 2,0.0101,0.0006,0.0088,0.0114,0.0089,0.0115,
Table f_any_ptsd * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_ptsd * m_any_som,Difference,-0.0036,0.0007,-0.0049,-0.0023,_,_,1
Table f_any_ptsd * m_any_psy,Row 1,0.0186,0.0001,0.0183,0.0188,0.0183,0.0189,
Table f_any_ptsd * m_any_psy,Row 2,0.0469,0.0014,0.0442,0.0496,0.0442,0.0496,
Table f_any_ptsd * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_ptsd * m_any_psy,Difference,-0.0283,0.0014,-0.0310,-0.0256,_,_,1
Table f_any_ptsd * m_any_oth,Row 1,0.1365,0.0004,0.1358,0.1372,0.1358,0.1372,
Table f_any_ptsd * m_any_oth,Row 2,0.2433,0.0028,0.2379,0.2488,0.2379,0.2488,
Table f_any_ptsd * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_ptsd * m_any_oth,Difference,-0.1068,0.0028,-0.1123,-0.1013,_,_,1
Table f_any_ptsd * m_any_slp,Row 1,0.1496,0.0004,0.1488,0.1504,0.1488,0.1504,
Table f_any_ptsd * m_any_slp,Row 2,0.2397,0.0028,0.2343,0.2451,0.2343,0.2451,
Table f_any_ptsd * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_ptsd * m_any_slp,Difference,-0.0901,0.0028,-0.0956,-0.0846,_,_,1
Table f_any_ptsd * m_any_sex,Row 1,0.0540,0.0002,0.0535,0.0545,0.0535,0.0545,
Table f_any_ptsd * m_any_sex,Row 2,0.0802,0.0018,0.0767,0.0836,0.0768,0.0837,
Table f_any_ptsd * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_ptsd * m_any_sex,Difference,-0.0261,0.0018,-0.0296,-0.0227,_,_,1
Table f_any_ptsd * m_any_per,Row 1,0.0107,0.0001,0.0105,0.0109,0.0105,0.0109,
Table f_any_ptsd * m_any_per,Row 2,0.0340,0.0012,0.0317,0.0363,0.0317,0.0364,
Table f_any_ptsd * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_ptsd * m_any_per,Difference,-0.0233,0.0012,-0.0256,-0.0210,_,_,1
Table f_any_ptsd * m_any_sui,Row 1,0.0097,0.0001,0.0095,0.0099,0.0095,0.0099,
Table f_any_ptsd * m_any_sui,Row 2,0.0306,0.0011,0.0284,0.0328,0.0285,0.0329,
Table f_any_ptsd * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_ptsd * m_any_sui,Difference,-0.0209,0.0011,-0.0231,-0.0187,_,_,1
Table f_any_som * m_any_adhd,Row 1,0.0172,0.0001,0.0169,0.0175,0.0169,0.0175,
Table f_any_som * m_any_adhd,Row 2,0.0328,0.0017,0.0295,0.0360,0.0295,0.0362,
Table f_any_som * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_som * m_any_adhd,Difference,-0.0156,0.0017,-0.0189,-0.0123,_,_,1
Table f_any_som * m_any_sub,Row 1,0.0658,0.0003,0.0652,0.0663,0.0652,0.0663,
Table f_any_som * m_any_sub,Row 2,0.0999,0.0028,0.0943,0.1054,0.0944,0.1056,
Table f_any_som * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_som * m_any_sub,Difference,-0.0341,0.0028,-0.0397,-0.0285,_,_,1
Table f_any_som * m_any_dep,Row 1,0.1960,0.0004,0.1951,0.1968,0.1951,0.1968,
Table f_any_som * m_any_dep,Row 2,0.2721,0.0042,0.2639,0.2803,0.2639,0.2804,
Table f_any_som * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_som * m_any_dep,Difference,-0.0762,0.0042,-0.0844,-0.0679,_,_,1
Table f_any_som * m_any_str,Row 1,0.1674,0.0004,0.1666,0.1682,0.1666,0.1682,
Table f_any_som * m_any_str,Row 2,0.2320,0.0040,0.2242,0.2398,0.2242,0.2399,
Table f_any_som * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_som * m_any_str,Difference,-0.0646,0.0040,-0.0724,-0.0567,_,_,1
Table f_any_som * m_any_anx,Row 1,0.0925,0.0003,0.0918,0.0931,0.0918,0.0931,
Table f_any_som * m_any_anx,Row 2,0.1330,0.0032,0.1267,0.1393,0.1268,0.1394,
Table f_any_som * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_som * m_any_anx,Difference,-0.0405,0.0032,-0.0468,-0.0342,_,_,1
Table f_any_som * m_any_phb,Row 1,0.0212,0.0002,0.0209,0.0215,0.0209,0.0215,
Table f_any_som * m_any_phb,Row 2,0.0294,0.0016,0.0263,0.0325,0.0263,0.0327,
Table f_any_som * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_som * m_any_phb,Difference,-0.0082,0.0016,-0.0113,-0.0051,_,_,1
Table f_any_som * m_any_ptsd,Row 1,0.0103,0.0001,0.0101,0.0105,0.0101,0.0105,
Table f_any_som * m_any_ptsd,Row 2,0.0162,0.0012,0.0139,0.0186,0.0140,0.0188,
Table f_any_som * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_som * m_any_ptsd,Difference,-0.0060,0.0012,-0.0083,-0.0036,_,_,1
Table f_any_som * m_any_som,Row 1,0.0065,0.0001,0.0064,0.0067,0.0064,0.0067,
Table f_any_som * m_any_som,Row 2,0.0094,0.0009,0.0076,0.0112,0.0077,0.0114,
Table f_any_som * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_som * m_any_som,Difference,-0.0029,0.0009,-0.0047,-0.0011,_,_,1
Table f_any_som * m_any_psy,Row 1,0.0191,0.0002,0.0188,0.0194,0.0188,0.0194,
Table f_any_som * m_any_psy,Row 2,0.0352,0.0017,0.0318,0.0386,0.0318,0.0387,
Table f_any_som * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_som * m_any_psy,Difference,-0.0160,0.0017,-0.0194,-0.0126,_,_,1
Table f_any_som * m_any_oth,Row 1,0.1388,0.0004,0.1380,0.1395,0.1380,0.1395,
Table f_any_som * m_any_oth,Row 2,0.1944,0.0037,0.1871,0.2017,0.1872,0.2019,
Table f_any_som * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_som * m_any_oth,Difference,-0.0557,0.0037,-0.0630,-0.0483,_,_,1
Table f_any_som * m_any_slp,Row 1,0.1515,0.0004,0.1507,0.1523,0.1507,0.1523,
Table f_any_som * m_any_slp,Row 2,0.1992,0.0038,0.1918,0.2066,0.1919,0.2067,
Table f_any_som * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_som * m_any_slp,Difference,-0.0477,0.0038,-0.0551,-0.0403,_,_,1
Table f_any_som * m_any_sex,Row 1,0.0546,0.0002,0.0541,0.0551,0.0541,0.0551,
Table f_any_som * m_any_sex,Row 2,0.0684,0.0024,0.0637,0.0730,0.0638,0.0732,
Table f_any_som * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_som * m_any_sex,Difference,-0.0138,0.0024,-0.0185,-0.0091,_,_,1
Table f_any_som * m_any_per,Row 1,0.0112,0.0001,0.0110,0.0114,0.0110,0.0114,
Table f_any_som * m_any_per,Row 2,0.0231,0.0014,0.0203,0.0259,0.0204,0.0260,
Table f_any_som * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_som * m_any_per,Difference,-0.0119,0.0014,-0.0147,-0.0091,_,_,1
Table f_any_som * m_any_sui,Row 1,0.0101,0.0001,0.0099,0.0104,0.0099,0.0104,
Table f_any_som * m_any_sui,Row 2,0.0188,0.0013,0.0163,0.0213,0.0164,0.0215,
Table f_any_som * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_som * m_any_sui,Difference,-0.0087,0.0013,-0.0112,-0.0062,_,_,1
Table f_any_psy * m_any_adhd,Row 1,0.0164,0.0001,0.0162,0.0167,0.0162,0.0167,
Table f_any_psy * m_any_adhd,Row 2,0.0546,0.0015,0.0516,0.0577,0.0516,0.0577,
Table f_any_psy * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_psy * m_any_adhd,Difference,-0.0382,0.0016,-0.0412,-0.0352,_,_,1
Table f_any_psy * m_any_sub,Row 1,0.0632,0.0003,0.0627,0.0638,0.0627,0.0638,
Table f_any_psy * m_any_sub,Row 2,0.1796,0.0026,0.1745,0.1847,0.1745,0.1848,
Table f_any_psy * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_psy * m_any_sub,Difference,-0.1163,0.0026,-0.1215,-0.1112,_,_,1
Table f_any_psy * m_any_dep,Row 1,0.1928,0.0004,0.1919,0.1936,0.1919,0.1937,
Table f_any_psy * m_any_dep,Row 2,0.3554,0.0033,0.3491,0.3618,0.3491,0.3619,
Table f_any_psy * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_psy * m_any_dep,Difference,-0.1626,0.0033,-0.1691,-0.1562,_,_,1
Table f_any_psy * m_any_str,Row 1,0.1655,0.0004,0.1647,0.1663,0.1647,0.1663,
Table f_any_psy * m_any_str,Row 2,0.2725,0.0030,0.2666,0.2784,0.2666,0.2785,
Table f_any_psy * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_psy * m_any_str,Difference,-0.1070,0.0031,-0.1130,-0.1010,_,_,1
Table f_any_psy * m_any_anx,Row 1,0.0904,0.0003,0.0898,0.0910,0.0898,0.0910,
Table f_any_psy * m_any_anx,Row 2,0.1921,0.0027,0.1868,0.1973,0.1869,0.1974,
Table f_any_psy * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_psy * m_any_anx,Difference,-0.1017,0.0027,-0.1070,-0.0964,_,_,1
Table f_any_psy * m_any_phb,Row 1,0.0206,0.0002,0.0203,0.0209,0.0203,0.0209,
Table f_any_psy * m_any_phb,Row 2,0.0484,0.0015,0.0456,0.0513,0.0456,0.0514,
Table f_any_psy * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_psy * m_any_phb,Difference,-0.0279,0.0015,-0.0307,-0.0250,_,_,1
Table f_any_psy * m_any_ptsd,Row 1,0.0100,0.0001,0.0098,0.0102,0.0098,0.0102,
Table f_any_psy * m_any_ptsd,Row 2,0.0246,0.0011,0.0226,0.0267,0.0226,0.0268,
Table f_any_psy * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_psy * m_any_ptsd,Difference,-0.0147,0.0011,-0.0167,-0.0126,_,_,1
Table f_any_psy * m_any_som,Row 1,0.0065,0.0001,0.0063,0.0066,0.0063,0.0066,
Table f_any_psy * m_any_som,Row 2,0.0112,0.0007,0.0098,0.0126,0.0098,0.0127,
Table f_any_psy * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_psy * m_any_som,Difference,-0.0047,0.0007,-0.0061,-0.0033,_,_,1
Table f_any_psy * m_any_psy,Row 1,0.0181,0.0001,0.0178,0.0183,0.0178,0.0183,
Table f_any_psy * m_any_psy,Row 2,0.0687,0.0017,0.0653,0.0721,0.0654,0.0722,
Table f_any_psy * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_psy * m_any_psy,Difference,-0.0506,0.0017,-0.0540,-0.0473,_,_,1
Table f_any_psy * m_any_oth,Row 1,0.1368,0.0004,0.1360,0.1375,0.1360,0.1375,
Table f_any_psy * m_any_oth,Row 2,0.2442,0.0029,0.2385,0.2500,0.2385,0.2500,
Table f_any_psy * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_psy * m_any_oth,Difference,-0.1075,0.0029,-0.1132,-0.1017,_,_,1
Table f_any_psy * m_any_slp,Row 1,0.1496,0.0004,0.1488,0.1504,0.1488,0.1504,
Table f_any_psy * m_any_slp,Row 2,0.2478,0.0029,0.2420,0.2535,0.2420,0.2536,
Table f_any_psy * m_any_slp,Total,0.1521,0.0004,0.1514,0.1529,0.1514,0.1529,
Table f_any_psy * m_any_slp,Difference,-0.0982,0.0030,-0.1040,-0.0924,_,_,1
Table f_any_psy * m_any_sex,Row 1,0.0540,0.0002,0.0535,0.0545,0.0535,0.0545,
Table f_any_psy * m_any_sex,Row 2,0.0828,0.0019,0.0792,0.0865,0.0792,0.0866,
Table f_any_psy * m_any_sex,Total,0.0548,0.0002,0.0543,0.0553,0.0543,0.0553,
Table f_any_psy * m_any_sex,Difference,-0.0288,0.0019,-0.0325,-0.0251,_,_,1
Table f_any_psy * m_any_per,Row 1,0.0107,0.0001,0.0104,0.0109,0.0104,0.0109,
Table f_any_psy * m_any_per,Row 2,0.0378,0.0013,0.0353,0.0403,0.0353,0.0404,
Table f_any_psy * m_any_per,Total,0.0114,0.0001,0.0111,0.0116,0.0111,0.0116,
Table f_any_psy * m_any_per,Difference,-0.0271,0.0013,-0.0297,-0.0246,_,_,1
Table f_any_psy * m_any_sui,Row 1,0.0097,0.0001,0.0094,0.0099,0.0094,0.0099,
Table f_any_psy * m_any_sui,Row 2,0.0332,0.0012,0.0308,0.0356,0.0309,0.0357,
Table f_any_psy * m_any_sui,Total,0.0103,0.0001,0.0100,0.0105,0.0100,0.0105,
Table f_any_psy * m_any_sui,Difference,-0.0236,0.0012,-0.0260,-0.0212,_,_,1
Table f_any_oth * m_any_adhd,Row 1,0.0142,0.0001,0.0139,0.0145,0.0139,0.0145,
Table f_any_oth * m_any_adhd,Row 2,0.0268,0.0003,0.0261,0.0275,0.0261,0.0275,
Table f_any_oth * m_any_adhd,Total,0.0174,0.0001,0.0171,0.0177,0.0171,0.0177,
Table f_any_oth * m_any_adhd,Difference,-0.0126,0.0004,-0.0133,-0.0119,_,_,1
Table f_any_oth * m_any_sub,Row 1,0.0588,0.0003,0.0582,0.0593,0.0582,0.0594,
Table f_any_oth * m_any_sub,Row 2,0.0879,0.0006,0.0867,0.0891,0.0867,0.0891,
Table f_any_oth * m_any_sub,Total,0.0662,0.0003,0.0657,0.0668,0.0657,0.0668,
Table f_any_oth * m_any_sub,Difference,-0.0291,0.0007,-0.0305,-0.0278,_,_,1
Table f_any_oth * m_any_dep,Row 1,0.1784,0.0005,0.1774,0.1793,0.1774,0.1793,
Table f_any_oth * m_any_dep,Row 2,0.2510,0.0009,0.2492,0.2529,0.2492,0.2529,
Table f_any_oth * m_any_dep,Total,0.1970,0.0004,0.1961,0.1978,0.1961,0.1978,
Table f_any_oth * m_any_dep,Difference,-0.0727,0.0010,-0.0747,-0.0706,_,_,1
Table f_any_oth * m_any_str,Row 1,0.1526,0.0005,0.1517,0.1535,0.1517,0.1535,
Table f_any_oth * m_any_str,Row 2,0.2137,0.0009,0.2120,0.2155,0.2120,0.2155,
Table f_any_oth * m_any_str,Total,0.1683,0.0004,0.1675,0.1691,0.1675,0.1691,
Table f_any_oth * m_any_str,Difference,-0.0611,0.0010,-0.0631,-0.0592,_,_,1
Table f_any_oth * m_any_anx,Row 1,0.0841,0.0004,0.0834,0.0848,0.0834,0.0848,
Table f_any_oth * m_any_anx,Row 2,0.1188,0.0007,0.1174,0.1202,0.1174,0.1202,
Table f_any_oth * m_any_anx,Total,0.0930,0.0003,0.0924,0.0936,0.0924,0.0936,
Table f_any_oth * m_any_anx,Difference,-0.0347,0.0008,-0.0362,-0.0332,_,_,1
Table f_any_oth * m_any_phb,Row 1,0.0190,0.0002,0.0187,0.0194,0.0187,0.0194,
Table f_any_oth * m_any_phb,Row 2,0.0278,0.0004,0.0271,0.0285,0.0271,0.0285,
Table f_any_oth * m_any_phb,Total,0.0213,0.0002,0.0210,0.0216,0.0210,0.0216,
Table f_any_oth * m_any_phb,Difference,-0.0088,0.0004,-0.0095,-0.0080,_,_,1
Table f_any_oth * m_any_ptsd,Row 1,0.0089,0.0001,0.0087,0.0091,0.0087,0.0091,
Table f_any_oth * m_any_ptsd,Row 2,0.0146,0.0003,0.0141,0.0151,0.0141,0.0151,
Table f_any_oth * m_any_ptsd,Total,0.0104,0.0001,0.0101,0.0106,0.0101,0.0106,
Table f_any_oth * m_any_ptsd,Difference,-0.0057,0.0003,-0.0063,-0.0052,_,_,1
Table f_any_oth * m_any_som,Row 1,0.0061,0.0001,0.0059,0.0063,0.0059,0.0063,
Table f_any_oth * m_any_som,Row 2,0.0080,0.0002,0.0076,0.0084,0.0076,0.0084,
Table f_any_oth * m_any_som,Total,0.0066,0.0001,0.0064,0.0068,0.0064,0.0068,
Table f_any_oth * m_any_som,Difference,-0.0019,0.0002,-0.0024,-0.0015,_,_,1
Table f_any_oth * m_any_psy,Row 1,0.0166,0.0002,0.0162,0.0169,0.0163,0.0169,
Table f_any_oth * m_any_psy,Row 2,0.0275,0.0004,0.0268,0.0282,0.0268,0.0282,
Table f_any_oth * m_any_psy,Total,0.0194,0.0001,0.0191,0.0197,0.0191,0.0197,
Table f_any_oth * m_any_psy,Difference,-0.0109,0.0004,-0.0117,-0.0101,_,_,1
Table f_any_oth * m_any_oth,Row 1,0.1198,0.0004,0.1190,0.1206,0.1190,0.1206,
Table f_any_oth * m_any_oth,Row 2,0.1967,0.0009,0.1950,0.1984,0.1950,0.1984,
Table f_any_oth * m_any_oth,Total,0.1395,0.0004,0.1388,0.1402,0.1388,0.1403,
Table f_any_oth * m_any_oth,Difference,-0.0769,0.0009,-0.0787,-0.0750,_,_,1
Table f_any_oth * m_any_slp,Row 1,0.1409,0.0004,0.1400,0.1418,0.1400,0.1418,
Table f_any_oth * m_any_slp,Row 2,0.1848,0.0008,0.1831,0.1864,0.1831,0.1864,
